k,n,dist,treatment_shift,test_name,alpha,rejection_rate
4,2,F1,7.752808988764045,JT_test,0.05,0.87524
4,2,F1,7.752808988764045,DD_test,0.05,0.91872
4,2,F1,7.752808988764045,JT_test,0.1,0.93752
4,2,F1,7.752808988764045,DD_test,0.1,0.9735
4,2,F1,7.865168539325842,JT_test,0.01,0.4371
4,2,F1,7.865168539325842,DD_test,0.01,0.6402
4,2,F1,7.865168539325842,JT_test,0.05,0.88004
4,2,F1,7.865168539325842,DD_test,0.05,0.92476
4,2,F1,7.865168539325842,JT_test,0.1,0.9421
4,2,F1,7.865168539325842,DD_test,0.1,0.9762
4,2,F1,7.97752808988764,JT_test,0.01,0.44148
4,2,F1,7.97752808988764,DD_test,0.01,0.65206
4,2,F1,7.97752808988764,JT_test,0.05,0.8857
4,2,F1,7.97752808988764,DD_test,0.05,0.9302
4,2,F1,7.97752808988764,JT_test,0.1,0.94508
4,2,F1,7.97752808988764,DD_test,0.1,0.97834
4,2,F1,8.089887640449438,JT_test,0.01,0.45662
4,2,F1,8.089887640449438,DD_test,0.01,0.66412
4,2,F1,8.089887640449438,JT_test,0.05,0.89324
4,2,F1,8.089887640449438,DD_test,0.05,0.93642
4,2,F1,8.089887640449438,JT_test,0.1,0.95002
4,2,F1,8.089887640449438,DD_test,0.1,0.98036
4,2,F1,8.202247191011235,JT_test,0.01,0.46622
4,2,F1,8.202247191011235,DD_test,0.01,0.6761
4,2,F1,8.202247191011235,JT_test,0.05,0.90058
4,2,F1,8.202247191011235,DD_test,0.05,0.93984
4,2,F1,8.202247191011235,JT_test,0.1,0.95378
4,2,F1,8.202247191011235,DD_test,0.1,0.9816
4,2,F1,8.314606741573034,JT_test,0.01,0.48076
4,2,F1,8.314606741573034,DD_test,0.01,0.69122
4,2,F1,8.314606741573034,JT_test,0.05,0.90674
4,2,F1,8.314606741573034,DD_test,0.05,0.94758
4,2,F1,8.314606741573034,JT_test,0.1,0.95812
4,2,F1,8.314606741573034,DD_test,0.1,0.98466
4,2,F1,8.426966292134832,JT_test,0.01,0.49112
4,2,F1,8.426966292134832,DD_test,0.01,0.7018
4,2,F1,8.426966292134832,JT_test,0.05,0.91328
4,2,F1,8.426966292134832,DD_test,0.05,0.95068
4,2,F1,8.426966292134832,JT_test,0.1,0.96124
4,2,F1,8.426966292134832,DD_test,0.1,0.9859
4,2,F1,8.539325842696629,JT_test,0.01,0.5038
4,2,F1,8.539325842696629,DD_test,0.01,0.71212
4,2,F1,8.539325842696629,JT_test,0.05,0.91934
4,2,F1,8.539325842696629,DD_test,0.05,0.95576
4,2,F1,8.539325842696629,JT_test,0.1,0.96496
4,2,F1,8.539325842696629,DD_test,0.1,0.9882
4,2,F1,8.651685393258427,JT_test,0.01,0.51536
4,2,F1,8.651685393258427,DD_test,0.01,0.72504
4,2,F1,8.651685393258427,JT_test,0.05,0.92278
4,2,F1,8.651685393258427,DD_test,0.05,0.95796
4,2,F1,8.651685393258427,JT_test,0.1,0.96708
4,2,F1,8.651685393258427,DD_test,0.1,0.9883
4,2,F1,8.764044943820224,JT_test,0.01,0.52722
4,2,F1,8.764044943820224,DD_test,0.01,0.73854
4,2,F1,8.764044943820224,JT_test,0.05,0.92958
4,2,F1,8.764044943820224,DD_test,0.05,0.96272
4,2,F1,8.764044943820224,JT_test,0.1,0.97
